"Category","Name","ID","Verbose ID","pValue",S100A2,TNFRSF6B,CDC42EP5,SLC34A2,SAA1,SAA2,PI3,MUC5B,LCN2,RARRES1,IGFBP5,BPIFA1,S100A16,KRT18,CXCL6,ABCA13,MUC5AC,AQP5,SERPINB3,PDZK1IP1,SERPINB4,CXCL17,CFB,AGR2,SFN,S100A14,ZG16B,MSMB,ASS1,SLPI
"ToppCell Atlas","facs-Lung-EPCAM-24m-Epithelial-type_II_pneumocyte|Lung / Lung_Trachea - method, tissue, subtissue, age, lineage, cell ontology and free annotation","a583d6fc0f1e729f6e9fd18d7b49d6eab9ca32b9","toppcell_a583d6fc0f1e729f6e9fd18d7b49d6eab9ca32b9_facs-Lung-EPCAM-24m-Epithelial-type_II_pneumocyt...",3.461056114024599E-11,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
"ToppCell Atlas","droplet-Fat-Scat-21m-Epithelial-nan|Fat / Fat_BAT_GAT_MAT_SCAT - method, tissue, subtissue, age, lineage, cell ontology and free annotation","7ff73ab8fed5da779ee9c7bd2e14a8363edb7509","toppcell_7ff73ab8fed5da779ee9c7bd2e14a8363edb7509_droplet-Fat-Scat-21m-Epithelial-nan|Fat_/_Fat_BA...",3.461056114024599E-11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0
"ToppCell Atlas","Control-Epithelial-ATII|World / Disease state, Lineage and Cell class","f4b6e401e19a71beddc73d8a1e08359f7c4025cf","toppcell_f4b6e401e19a71beddc73d8a1e08359f7c4025cf_Control-Epithelial-ATII|World_/_Disease_state,_L...",3.461056114024599E-11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1
"ToppCell Atlas","facs-Trachea-nan-3m-Epithelial-basal_epithelial_cell_of_tracheobronchial_tree|Trachea / Lung_Trachea - method, tissue, subtissue, age, lineage, cell ontology and free annotation","fe9fc21192ede2eea61f419d20ccda254569d0a6","toppcell_fe9fc21192ede2eea61f419d20ccda254569d0a6_facs-Trachea-nan-3m-Epithelial-basal_epithelial_...",3.594040482492691E-11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
"ToppCell Atlas","5'-Airway_Nasal-Epithelial-Epithelial_transtional-secretory-club_cell-Club_(non-nasal)-Club_(non-nasal)_L.0.4.0.1|5' / 5'-vs-3', Tissue groups, Lineages, Lineage subclass, Cell_type2, Cell_subtype2_L4.5","f5a202d5f8eb57b57d80815ce98774e04c387383","toppcell_f5a202d5f8eb57b57d80815ce98774e04c387383_5'-Airway_Nasal-Epithelial-Epithelial_transtiona...",3.594040482492691E-11,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
"ToppCell Atlas","renal_cortex_nuclei-Renal_AKI_(acute_kidney_injury)-Epithelial-Intermediate_tubule_epithelial_cell-kidney_loop_of_Henle_thin_descending_limb_epithelial_cell|Renal_AKI_(acute_kidney_injury) / Celltypes from Cells and Nuclei per compartment and clinical group","1ecf9911ff82e0ca0f0c101b735d3b1f3b339d57","toppcell_1ecf9911ff82e0ca0f0c101b735d3b1f3b339d57_renal_cortex_nuclei-Renal_AKI_(acute_kidney_inju...",3.87313908700307E-11,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"ToppCell Atlas","15-Airway-Epithelial-Basal_cell|Airway / Age, Tissue, Lineage and Cell class","f128c2fc37f232d193de18a922c47fdd70e1982d","toppcell_f128c2fc37f232d193de18a922c47fdd70e1982d_15-Airway-Epithelial-Basal_cell|Airway_/_Age,_Ti...",3.87313908700307E-11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
"ToppCell Atlas","3'-Airway_Nasal-Epithelial-Epithelial_transtional-secretory-SMG_serous_secreting_cell-SMG_serous_(nasal)-SMG_serous_(nasal)_L.0.6.0.0|3' / 5'-vs-3', Tissue groups, Lineages, Lineage subclass, Cell_type2, Cell_subtype2_L4.5","29423dc66a8af71293b2e1670acc6c34dfe63608","toppcell_29423dc66a8af71293b2e1670acc6c34dfe63608_3'-Airway_Nasal-Epithelial-Epithelial_transtiona...",3.87313908700307E-11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
"ToppCell Atlas","renal_cortex_nuclei-Renal_AKI_(acute_kidney_injury)-Epithelial-Intermediate_tubule_epithelial_cell-kidney_loop_of_Henle_thin_descending_limb_epithelial_cell-Descending_Thin_Limb_Cell_Type_2|Renal_AKI_(acute_kidney_injury) / Celltypes from Cells and Nuclei per compartment and clinical group","bd91bdfe35294e60d980259b70fe9e60dca2743f","toppcell_bd91bdfe35294e60d980259b70fe9e60dca2743f_renal_cortex_nuclei-Renal_AKI_(acute_kidney_inju...",3.87313908700307E-11,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"ToppCell Atlas","droplet-Trachea-3m-Epithelial|3m / method, tissue, age, lineage, sublineage, cell ontologies, cell type and subtype","0114cf48612d78c3ada4d8a05850501fef6892c5","toppcell_0114cf48612d78c3ada4d8a05850501fef6892c5_droplet-Trachea-3m-Epithelial|3m_/_method,_tissu...",4.019488769469617E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0
"ToppCell Atlas","(7)_Epithelial-D_(AT2)|World / Lung cell shreds - cell class (v4) and cell subclass (v4)","832d6d3ad14665e50623afe1b8586ccae1a97de5","toppcell_832d6d3ad14665e50623afe1b8586ccae1a97de5_(7)_Epithelial-D_(AT2)|World_/_Lung_cell_shreds_...",4.019488769469617E-11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1
"ToppCell Atlas","droplet-Trachea-nan-3m-Epithelial-nan|Trachea / Lung_Trachea - method, tissue, subtissue, age, lineage, cell ontology and free annotation","434de72dde09644efbddcaa643a4a3eaf5f643bf","toppcell_434de72dde09644efbddcaa643a4a3eaf5f643bf_droplet-Trachea-nan-3m-Epithelial-nan|Trachea_/_...",4.019488769469617E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0
"ToppCell Atlas","droplet-Trachea-3m-Epithelial-airway_epithelial|3m / method, tissue, age, lineage, sublineage, cell ontologies, cell type and subtype","01e7747547ea1f3049a11a1717565ba71dd52bdc","toppcell_01e7747547ea1f3049a11a1717565ba71dd52bdc_droplet-Trachea-3m-Epithelial-airway_epithelial|...",4.019488769469617E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0
"ToppCell Atlas","tumor_Lung-Fibroblasts-Mesothelial_cells|Fibroblasts / Location, Cell class and cell subclass","d82ab67735c1f365d4b0e02b5fa91c64cdc234da","toppcell_d82ab67735c1f365d4b0e02b5fa91c64cdc234da_tumor_Lung-Fibroblasts-Mesothelial_cells|Fibrobl...",4.019488769469617E-11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
"ToppCell Atlas","AT2_cells-Donor_05|World / lung cells shred on cell class, cell subclass, sample id","46dfab02c1b4a403b7efc871707b6a189eefd4c4","toppcell_46dfab02c1b4a403b7efc871707b6a189eefd4c4_AT2_cells-Donor_05|World_/_lung_cells_shred_on_c...",4.019488769469617E-11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1
"ToppCell Atlas","droplet-Trachea-nan-3m-Epithelial|Trachea / Lung_Trachea - method, tissue, subtissue, age, lineage, cell ontology and free annotation","e647f9a2dcf7f2dffef53c45bbe171416518fd59","toppcell_e647f9a2dcf7f2dffef53c45bbe171416518fd59_droplet-Trachea-nan-3m-Epithelial|Trachea_/_Lung...",4.019488769469617E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0
"ToppCell Atlas","facs-Trachea-18m-Epithelial-airway_epithelial|18m / method, tissue, age, lineage, sublineage, cell ontologies, cell type and subtype","cd4e2e883c4955fb2d875e41bb6ebc680994dc8c","toppcell_cd4e2e883c4955fb2d875e41bb6ebc680994dc8c_facs-Trachea-18m-Epithelial-airway_epithelial|18...",4.1705331409802953E-11,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
"ToppCell Atlas","5'-Airway_Nasal-Epithelial-Airway_epithelium-respiratory_basal_cell-Suprabasal-Suprabasal_L.0.0.1.1|5' / 5'-vs-3', Tissue groups, Lineages, Lineage subclass, Cell_type2, Cell_subtype2_L4.5","0f9443da0f73d07456142fae08b2dc92a5b7b592","toppcell_0f9443da0f73d07456142fae08b2dc92a5b7b592_5'-Airway_Nasal-Epithelial-Airway_epithelium-res...",4.1705331409802953E-11,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
"ToppCell Atlas","(7)_Epithelial-E_(AT2)|World / Lung cell shreds - cell class (v4) and cell subclass (v4)","0fc8d109d5c50957ceef5b8b8b818b0c598b1bbe","toppcell_0fc8d109d5c50957ceef5b8b8b818b0c598b1bbe_(7)_Epithelial-E_(AT2)|World_/_Lung_cell_shreds_...",4.1705331409802953E-11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1
"ToppCell Atlas","18-Distal-Epithelial-Secretory_progenitor|Distal / Age, Tissue, Lineage and Cell class","9fae988ecd2ef1231bfd42a678a4903517694cbe","toppcell_9fae988ecd2ef1231bfd42a678a4903517694cbe_18-Distal-Epithelial-Secretory_progenitor|Distal...",4.3263961887807704E-11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
"ToppCell Atlas","IPF-Epithelial-Basal|World / Disease state, Lineage and Cell class","9b91e0b162e6f3ce86dd15cc33c2e745d069581f","toppcell_9b91e0b162e6f3ce86dd15cc33c2e745d069581f_IPF-Epithelial-Basal|World_/_Disease_state,_Line...",4.3263961887807704E-11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0
"ToppCell Atlas","3'-Broncho-tracheal-Epithelial-Airway_ciliated-ciliated_columnar_cell_of_tracheobronchial_tree-Multiciliated_(non-nasal)-Multiciliated_(non-nasal)_L.0.3.2.0|3' / 5'-vs-3', Tissue groups, Lineages, Lineage subclass, Cell_type2, Cell_subtype2_L4.5","6c269d2426f76559d2ed3bf2169eb4be5fc7ad6d","toppcell_6c269d2426f76559d2ed3bf2169eb4be5fc7ad6d_3'-Broncho-tracheal-Epithelial-Airway_ciliated-c...",4.3263961887807704E-11,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"ToppCell Atlas","facs-Trachea-18m-Epithelial|18m / method, tissue, age, lineage, sublineage, cell ontologies, cell type and subtype","c5823c5d4c58a4e9121a4b7d7256481d6d9e9b7f","toppcell_c5823c5d4c58a4e9121a4b7d7256481d6d9e9b7f_facs-Trachea-18m-Epithelial|18m_/_method,_tissue...",4.3263961887807704E-11,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
"ToppCell Atlas","E18.5-Epithelial|E18.5 / Age_group by Lineage, Lineage_subclass, Cell_type, subtypes-by-prolif","75bc06ce38478f06ba29a2cc3d238aa26e87a951","toppcell_75bc06ce38478f06ba29a2cc3d238aa26e87a951_E18.5-Epithelial|E18.5_/_Age_group_by_Lineage,_L...",4.3263961887807704E-11,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
"ToppCell Atlas","CF-Epithelial-Epithelial_cell|CF / Disease state, Lineage and Cell class","4e3dda27c71b7fdac90d081f0d8e9ca3a8ea7820","toppcell_4e3dda27c71b7fdac90d081f0d8e9ca3a8ea7820_CF-Epithelial-Epithelial_cell|CF_/_Disease_state...",4.487204474752793E-11,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"ToppCell Atlas","cellseq2-Epithelial-Epithelial_Airway-Basal/Suprabasal|cellseq2 / Celltype signatures by Technology, Lineage, Lineage_subclass, Celltype_group, Cell_type2","7c34abdcb8839b9fb25457a79af6c5e7b9714b21","toppcell_7c34abdcb8839b9fb25457a79af6c5e7b9714b21_cellseq2-Epithelial-Epithelial_Airway-Basal/Supr...",4.487204474752793E-11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0
"ToppCell Atlas","wk_08-11-Epithelial-Proximal_epithelial-basal_intermediate_|wk_08-11 / Celltypes from embryonic and fetal-stage human lung","83d2dd823808a2b5ca1a6889eefb541ec042b24c","toppcell_83d2dd823808a2b5ca1a6889eefb541ec042b24c_wk_08-11-Epithelial-Proximal_epithelial-basal_in...",4.487204474752793E-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1
"ToppCell Atlas","CF-Epithelial|CF / Disease state, Lineage and Cell class","518901c2e36a79c6189cd0d9e6d36dbd4f56a79c","toppcell_518901c2e36a79c6189cd0d9e6d36dbd4f56a79c_CF-Epithelial|CF_/_Disease_state,_Lineage_and_Ce...",4.487204474752793E-11,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"ToppCell Atlas","18-Airway-Epithelial-Basal_cell|Airway / Age, Tissue, Lineage and Cell class","5067b0db24f96e26cf3f9437736415f694e7a614","toppcell_5067b0db24f96e26cf3f9437736415f694e7a614_18-Airway-Epithelial-Basal_cell|Airway_/_Age,_Ti...",4.487204474752793E-11,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ToppCell Atlas","CTRL-Epithelial-Epithelial_cell|CTRL / Disease state, Lineage and Cell class","2bc4deaf2a01a39809fc323962fce4286835209c","toppcell_2bc4deaf2a01a39809fc323962fce4286835209c_CTRL-Epithelial-Epithelial_cell|CTRL_/_Disease_s...",4.65308717432434E-11,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
"ToppCell Atlas","356C-Epithelial_cells-Epithelial-H_(AT1)-|356C / Donor, Lineage, Cell class and subclass (all cells)","4c40d6b50675eae52c419d69e719a9223df02ae3","toppcell_4c40d6b50675eae52c419d69e719a9223df02ae3_356C-Epithelial_cells-Epithelial-H_(AT1)-|356C_/...",4.65308717432434E-11,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
"ToppCell Atlas","356C-Epithelial_cells-Epithelial-H_(AT1)|356C / Donor, Lineage, Cell class and subclass (all cells)","99a90de637e3babec2131cdd9f05ea965d8a8f30","toppcell_99a90de637e3babec2131cdd9f05ea965d8a8f30_356C-Epithelial_cells-Epithelial-H_(AT1)|356C_/_...",4.65308717432434E-11,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
"ToppCell Atlas","18-Airway-Epithelial-Secretory_progenitor|Airway / Age, Tissue, Lineage and Cell class","9a2efa50731135a178141aae55fa8b3e022c9904","toppcell_9a2efa50731135a178141aae55fa8b3e022c9904_18-Airway-Epithelial-Secretory_progenitor|Airway...",4.65308717432434E-11,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
"ToppCell Atlas","CTRL-Epithelial|CTRL / Disease state, Lineage and Cell class","49dcb31427f370692308f939e23992925708abb7","toppcell_49dcb31427f370692308f939e23992925708abb7_CTRL-Epithelial|CTRL_/_Disease_state,_Lineage_an...",4.65308717432434E-11,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
"ToppCell Atlas","(7)_Epithelial-J_(AT1-AT2_progenitors)|World / Lung cell shreds - cell class (v4) and cell subclass (v4)","70e6b58c502a2abeb4e36bed179020c675468bd4","toppcell_70e6b58c502a2abeb4e36bed179020c675468bd4_(7)_Epithelial-J_(AT1-AT2_progenitors)|World_/_L...",4.824176115759667E-11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0
"ToppCell Atlas","(7)_Epithelial-A_(AT2)|World / Lung cell shreds - cell class (v4) and cell subclass (v4)","c9a6c65ee18d83bf34a4713d306a6e30db1325c2","toppcell_c9a6c65ee18d83bf34a4713d306a6e30db1325c2_(7)_Epithelial-A_(AT2)|World_/_Lung_cell_shreds_...",4.824176115759667E-11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1
"ToppCell Atlas","10x_3'_v2v3-Neoplastic-Differentiated-like-MES-like-MES-like_hypoxia_independent-C|10x_3'_v2v3 / Platform, Oncotype, Lineage, Cell_class, celltype (level4), mutation group","5cc2731664146fe54efc4cebe30088a933be98e1","toppcell_5cc2731664146fe54efc4cebe30088a933be98e1_10x_3'_v2v3-Neoplastic-Differentiated-like-MES-l...",4.824176115759667E-11,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"ToppCell Atlas","metastatic_Brain-Myeloid_cells-Microglia/Mac|Myeloid_cells / Location, Cell class and cell subclass","98a21f5e27d98384b3086034bd6f83441e2e4ef9","toppcell_98a21f5e27d98384b3086034bd6f83441e2e4ef9_metastatic_Brain-Myeloid_cells-Microglia/Mac|Mye...",4.824176115759667E-11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
"ToppCell Atlas","Control-Epithelial|Control / Disease state, Lineage and Cell class","1798c3b89b1b5ff4f5777d2b9f52dc81cdad28fa","toppcell_1798c3b89b1b5ff4f5777d2b9f52dc81cdad28fa_Control-Epithelial|Control_/_Disease_state,_Line...",4.824176115759667E-11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1
"ToppCell Atlas","343B|World / Donor, Lineage, Cell class and subclass (all cells)","2290911fde6efacfa38b985a2541322968bee42d","toppcell_2290911fde6efacfa38b985a2541322968bee42d_343B|World_/_Donor,_Lineage,_Cell_class_and_subc...",4.824176115759667E-11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1
"ToppCell Atlas","(7)_Epithelial-B_(AT2)|World / Lung cell shreds - cell class (v4) and cell subclass (v4)","345d4cc062b43bca9d506fbf23363469a9ba496f","toppcell_345d4cc062b43bca9d506fbf23363469a9ba496f_(7)_Epithelial-B_(AT2)|World_/_Lung_cell_shreds_...",5.000605819788762E-11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1
"ToppCell Atlas","356C-Epithelial_cells-Epithelial-A_(AT2)-|356C / Donor, Lineage, Cell class and subclass (all cells)","4715f19f844e7244fc4bc446cba7c8088c600fc3","toppcell_4715f19f844e7244fc4bc446cba7c8088c600fc3_356C-Epithelial_cells-Epithelial-A_(AT2)-|356C_/...",5.000605819788762E-11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1
"ToppCell Atlas","Parenchymal-10x5prime-Epithelial-Epi_airway_basal-Basal|10x5prime / Cell types per location group and 10X technology with lineage, and cell group designations","c5adab88140a465698abcbedc6505a43cae7bfd1","toppcell_c5adab88140a465698abcbedc6505a43cae7bfd1_Parenchymal-10x5prime-Epithelial-Epi_airway_basa...",5.000605819788762E-11,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
"ToppCell Atlas","356C-Epithelial_cells-Epithelial-A_(AT2)|356C / Donor, Lineage, Cell class and subclass (all cells)","93a5d9b8bcff7d07596ef1f4f2b74f043835fc69","toppcell_93a5d9b8bcff7d07596ef1f4f2b74f043835fc69_356C-Epithelial_cells-Epithelial-A_(AT2)|356C_/_...",5.000605819788762E-11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1
"ToppCell Atlas","15-Trachea-Epithelial-Submucosal_gland|Trachea / Age, Tissue, Lineage and Cell class","e49aa77c8306237c35c625cde1f03e64c06ffc70","toppcell_e49aa77c8306237c35c625cde1f03e64c06ffc70_15-Trachea-Epithelial-Submucosal_gland|Trachea_/...",5.000605819788762E-11,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
"ToppCell Atlas","Nasal_Brush-Epithelial-Goblet_1|Nasal_Brush / Tissue, Lineage and Cell class of Lung Cells from 10X","e16f0831f1f677b28e4a8014f0aede7e713d4f04","toppcell_e16f0831f1f677b28e4a8014f0aede7e713d4f04_Nasal_Brush-Epithelial-Goblet_1|Nasal_Brush_/_Ti...",5.000605819788762E-11,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
"ToppCell Atlas","15-Trachea|15 / Age, Tissue, Lineage and Cell class","fd17403422cf95c24f6be1c2d78764bb352f7f2e","toppcell_fd17403422cf95c24f6be1c2d78764bb352f7f2e_15-Trachea|15_/_Age,_Tissue,_Lineage_and_Cell_cl...",5.000605819788762E-11,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
"ToppCell Atlas","cellseq2-Epithelial-Epithelial_Glandular-Mucous|cellseq2 / Celltype signatures by Technology, Lineage, Lineage_subclass, Celltype_group, Cell_type2","98e3f9c886063def16c74ab75fc81511a7872f1c","toppcell_98e3f9c886063def16c74ab75fc81511a7872f1c_cellseq2-Epithelial-Epithelial_Glandular-Mucous|...",5.000605819788762E-11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
"ToppCell Atlas","AT1|World / shred by cell class for parenchyma","2bc487f8a109a6961ebff111dec79c2227ea60ac","toppcell_2bc487f8a109a6961ebff111dec79c2227ea60ac_AT1|World_/_shred_by_cell_class_for_parenchyma",5.000605819788762E-11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0
"ToppCell Atlas","distal-3-Epithelial-Proximal_Basal|3 / Location, Lineage, Cell class (ontology) and Donor from 10X sequencing (macrophage renamed)","7e1a565dd2da4f375cbce8842ba4fd6c22ac8375","toppcell_7e1a565dd2da4f375cbce8842ba4fd6c22ac8375_distal-3-Epithelial-Proximal_Basal|3_/_Location,...",5.000605819788762E-11,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"ToppCell Atlas","NS-moderate-d_07-13-Epithelial-Secretory|d_07-13 / Location, Severity, dps_group, Lineage and Cell class of Upper airway (combined)","47930de6b47b7bf22d8dae8b7419a9cd1d22f0ea","toppcell_47930de6b47b7bf22d8dae8b7419a9cd1d22f0ea_NS-moderate-d_07-13-Epithelial-Secretory|d_07-13...",5.000605819788762E-11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0
"ToppCell Atlas","Nasal_Brush-Epithelial-Goblet_1|Epithelial / Tissue, Lineage and Cell class of Lung Cells from 10X","71e88d9ca28168732bd91f2d4f8f53bb4187963a","toppcell_71e88d9ca28168732bd91f2d4f8f53bb4187963a_Nasal_Brush-Epithelial-Goblet_1|Epithelial_/_Tis...",5.000605819788762E-11,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
"ToppCell Atlas","cellseq2-Epithelial-Epithelial_Glandular-Mucous-Mucous|cellseq2 / Celltype signatures by Technology, Lineage, Lineage_subclass, Celltype_group, Cell_type2","357a5440aeebf69688bfe9fbc8585950ad00906b","toppcell_357a5440aeebf69688bfe9fbc8585950ad00906b_cellseq2-Epithelial-Epithelial_Glandular-Mucous-...",5.000605819788762E-11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
"ToppCell Atlas","droplet-Mammary_Gland-nan-21m-Epithelial|Mammary_Gland / Skin_Bladder_Kidney_Mammary_Gland - method, tissue, subtissue, age, lineage, cell ontology and free annotation","f4dad4423384a2a25e064c849ffccf2811573be0","toppcell_f4dad4423384a2a25e064c849ffccf2811573be0_droplet-Mammary_Gland-nan-21m-Epithelial|Mammary...",5.1825135399307734E-11,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"ToppCell Atlas","critical-Epithelial-Ciliated-diff|critical / Severity, Lineage and Cell class of Nasopharyngeal (NS) Samples from Patients and Controls","34fa5568eb5e5f1ee5d4c7e5d237997eaca573ae","toppcell_34fa5568eb5e5f1ee5d4c7e5d237997eaca573ae_critical-Epithelial-Ciliated-diff|critical_/_Sev...",5.1825135399307734E-11,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"ToppCell Atlas","distal-3-Epithelial-Basal|3 / Location, Lineage, Cell class (ontology) and Donor from 10X sequencing (macrophage renamed)","72ac9068cfd8f04c521a858d55eb8b5764de0282","toppcell_72ac9068cfd8f04c521a858d55eb8b5764de0282_distal-3-Epithelial-Basal|3_/_Location,_Lineage,...",5.1825135399307734E-11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
"ToppCell Atlas","AT2_cells-Donor_07|World / lung cells shred on cell class, cell subclass, sample id","c36513e893488c4299119d4fba6ef0fd72610ee6","toppcell_c36513e893488c4299119d4fba6ef0fd72610ee6_AT2_cells-Donor_07|World_/_lung_cells_shred_on_c...",5.1825135399307734E-11,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
"ToppCell Atlas","ASK452-Epithelial-Transformed_epithelium|ASK452 / Donor, Lineage and Cell class of Lung cells from Dropseq","b22a79a5922c865a360e2afc5506a08a512fa76a","toppcell_b22a79a5922c865a360e2afc5506a08a512fa76a_ASK452-Epithelial-Transformed_epithelium|ASK452_...",5.1825135399307734E-11,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
